acceptor,n_smiles,donor,p_smiles,pce
IDTC-4Cl,CCCCCCCCC1(CCCCCCCC)c2cc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4cc6c(s4)-c4sc(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)cc4C6(CCCCCCCC)CCCCCCCC)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)cc21,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.5
Isopropyl-0F,CCCCC(CC)COc1c(-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)sc2c(OCC(CC)CCCC)c(-c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc3-c3c(C(C)C)cc(C(C)C)cc3C(C)C)sc12,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.49
DTCCIC-C17,CCCCCCCCc1ccc(C2(c3ccc(CCCCCCCC)cc3)c3cc4c5cc6c(cc5n(C(CCCCCCCC)CCCCCCCC)c4cc3-c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCCCC)cc2)c2ccc(CCCCCCCC)cc2)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.48
IDT-TiFIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc5-c5ccc(CCCCCC)s5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3-c3ccc(CCCCCC)s3)sc2-4)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.46
NT-4F,O=C(C/1=C\C(S2)=CC3=C2C4=CC=C5C(C=CC6=C5C(C7=CC=C(OCC(CCCCCC)CCCC)C=C7)(C8=CC=C(OCC(CCCC)CCCCCC)C=C8)C9=C6SC(/C=C%10/C(C%11=CC(F)=C(C=C%11C%10=O)F)=C(C#N)/C#N)=C9)=C4C3(C%12=CC=C(OCC(CCCCCC)CCCC)C=C%12)C%13=CC=C(OCC(CCCC)CCCCCC)C=C%13)C(C=C%14F)=C(C=C%14F)C1=C(C#N)/C#N,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,9.46
ZY-4Cl,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=O)C2=C\C(S3)=C(CCCCCCCCCCC)C4=C3C(N(CCCCCCCCCCCC)C5=C6C7=NSN=C7C8=C5N(CCCCCCCCCCCC)C9=C8SC%10=C9SC(/C=C%11C(C(C=C%12Cl)=C(C\%11=O)C=C%12Cl)=O)=C%10CCCCCCCCCCC)=C6S4,P3HT,CCCCCCC1=C(SC(C)=C1)C,9.46
Cl-IXIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(Cl)c(Cl)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,J101,CC1=CC=C(S1)C2=C(C(Cl)=C(C3=NN(N=C23)CC(CCCCCC)CCCCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)Cl,9.45
F-IXIC,CCCCCCc1ccc(C2(c(c(c(s3)c2c4c3c5c(c(s6)c(C5(c7ccc(CCCCCC)cc7)c8ccc(CCCCCC)cc8)c9c6cc(/C=C%10C(c%11c(C\%10=C(C#N)/C#N)cc(F)c(F)c%11)=O)s9)s4)s%12)c%13c%12cc(/C=C%14C(c%15c(C\%14=C(C#N)/C#N)cc(F)c(F)c%15)=O)s%13)c%16ccc(CCCCCC)cc%16)cc1,J101,CC1=CC=C(S1)C2=C(C(Cl)=C(C3=NN(N=C23)CC(CCCCCC)CCCCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)Cl,9.44
IFIC-i-6F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c6sc(C(=O)OCC(CC)CCCC)c(F)c56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)c5sc(C(=O)OCC(CC)CCCC)c(F)c35)sc2-4)cc1,PTB7-Th,CCCCC(COC(C1=C(C2=C(SC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CCCC)CC)=C2S1)C)F)=O)CC,9.43
NDIC,CCCCCCCCC1(CCCCCCCC)c2cc3cc4c(cc3cc2-c2sc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc1-4,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.43
TSFX-2F,N#C/C(C#N)=C(c1cc(F)ccc1C2=O)\C2=C\c3cc(C(c4cccc(CCCCC)c4)(c5c6cc(C7(c8c9cc%10c(c%11sc(/C=C%12/C(c%13cc(F)ccc%13C%12=O)=C(C#N)\C#N)cc%11C%10(c%14cccc(CCCCC)c%14)c%15cccc(CCCCC)c%15)c8)c%16ccccc%16Oc%17ccccc%177)c9c5)c%18cccc(CCCCC)c%18)c6s3,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,9.42
BTA3,CCCCCCCCn1nc2c(/C=c3/sc(=C(C#N)C#N)n(CC)c3=O)ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2n1,J52,CC1=CC2=C(C3=C(C(C4=CC=C(S4)CC(CC)CCCC)=C2S1)C=C(S3)C5=CC=C(S5)C6=C(C(F)=C(C7=NN(N=C67)CC(CCCCCC)CCCCCCCC)C8=CC=C(S8)C)F)C9=CC=C(S9)CC(CC)CCCC,9.41
DOC8-IC,O=C(c1c(C/2=C(C#N)\C#N)cccc1)C2=C/c3cc4c(c5sc(c6c(OCCCCCCCC)cc(c7sc(c8c(C9(CC(CC)CCCC)CC(CCCC)CC)cc(/C=C%10C(c%11c(C\%10=C(C#N)/C#N)cccc%11)=O)s8)c9c7)c(OCCCCCCCC)c6)cc5C4(CC(CCCC)CC)CC(CCCC)CC)s3,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.41
IEICO-4F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,J52,CC1=CC2=C(C3=C(C(C4=CC=C(S4)CC(CC)CCCC)=C2S1)C=C(S3)C5=CC=C(S5)C6=C(C(F)=C(C7=NN(N=C67)CC(CCCCCC)CCCCCCCC)C8=CC=C(S8)C)F)C9=CC=C(S9)CC(CC)CCCC,9.4
SFBRCN,CCC#CC#CC#COc1ccc2c(c1)-c1cc(OC#CC#CC#CCC)ccc1C21c2cc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)ccc2-c2ccc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)cc21,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.39
A201,O=C(c1c(C/2=C(C#N)\C#N)cccc1)C2=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C=C8C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C8SC%12=C%11SC(/C=C%13/C(C(C=CC=C%14)=C%14C%13=O)=C(C#N)/C#N)=C%12)=C5,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,9.36
IDT2Se,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C([Se]3)=CC=C3C4=CC(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C=C(S%10)C%13=CC=C([Se]%13)/C=C%14C(C%15=CC=CC=C%15C\%14=C(C#N)\C#N)=O)C=C58)S4,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.36
AOIC2,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4c(sc23)-c2sc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,PTB7-Th,CCCCC(COC(C1=C(C2=C(SC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CCCC)CC)=C2S1)C)F)=O)CC,9.35
BDCPDT-IC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4cc5c6c(sc5cc4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.33
IOIC2,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(c(CCCCCC)cc5c4cc(CCCCCC)c4c6c(sc45)-c4sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc4C6(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)c32)cc1,PTB7-Th,CCCCC(COC(C1=C(C2=C(SC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CCCC)CC)=C2S1)C)F)=O)CC,9.33
ITN-C9,O=C(C1=CC2=CC=CC=C2C=C1C/3=C(C#N)/C#N)C3=C/C(S4)=CC(S5)=C4C6=C5C7=CC(C(C8=CC=C(C=C8)CCCCCCCCC)(C9=C%10SC%11=C9SC(/C=C%12C(C%13=CC%14=CC=CC=C%14C=C%13C\%12=C(C#N)\C#N)=O)=C%11)C%15=CC=C(C=C%15)CCCCCCCCC)=C%10C=C7C(C%16=CC=C(C=C%16)CCCCCCCCC)6C(C=C%17)=CC=C%17CCCCCCCCC,PBDB-TF,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CCCCCCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CCCCCCCC)S%10)=C7S6)S5)=C3C2=O,9.33
FCC-Cl-6Ph,CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3cc5c(cc32)-c2sc(/C=C3\C(=O)c6sc(Cl)cc6C3=C(C#N)C#N)cc2C5(c2cccc(CCCCCC)c2)c2cccc(CCCCCC)c2)C(c2cccc(CCCCC)c2)(c2cccc(CCCCCC)c2)c2cc(/C=C3\C(=O)c5sc(Cl)cc5C3=C(C#N)C#N)sc2-4)c1,D18,FC1=C(CC(CCCC)CCCC)SC(C2=C3SC(C)=CC3=C(C4=CC(F)=C(CC(CCCC)CC)S4)C5=C2C=C(C6=C(CC(CCCC)CCCCCC)C=C(C7=CC(C8=NSN=C8C9=C%10SC(C%11=CC(CC(CCCCCC)CCCC)=C(C)S%11)=C9)=C%10S7)S6)S5)=C1,9.32
UF-Pr-2F,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(OC(C)C)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)cc3OC(C)C)cc21,J52,CC1=CC2=C(C3=C(C(C4=CC=C(S4)CC(CC)CCCC)=C2S1)C=C(S3)C5=CC=C(S5)C6=C(C(F)=C(C7=NN(N=C67)CC(CCCCCC)CCCCCCCC)C8=CC=C(S8)C)F)C9=CC=C(S9)CC(CC)CCCC,9.32
BTOIPC,CCCCC(CC)COC1=C2C(C(C3=C4SC(/C=C5C6=CC=CC=C6C7=NC(C#N)=C(N=C7/5)C#N)=C3)(C8=CC=C(CCCCCC)C=C8)C(C=C9)=CC=C9CCCCCC)=C4SC2=C(OCC(CCCC)CC)C%10=C1SC%11=C%10C(C%12=C%11SC(/C=C%13C%14=CC=CC=C%14C%15=NC(C#N)=C(N=C%15/%13)C#N)=C%12)(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.31
BT-L4F,CCCCC(CC)Cc1c(/C=C2\C(=O)c3cc4cc(F)c(F)cc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC(CC)CCCC)c(/C=C7\C(=O)c8cc9cc(F)c(F)cc9cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,PBDB-T-2F,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,9.3
BTCIC,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c4nsnc34)cc21,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.3
DIDIC,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C/c2cc4c(s2)-c2cc5c(cc2C4(CCCCCC)CCCCCC)-c2sc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)cc2C5(CCCCCC)CCCCCC)sc1-3,FTAZ,CC1=CC2=C(C3=C(C(CCC(CCCCCC)CCCC)=C2S1)C=C(S3)C4=CC=C(S4)C5=C(C(F)=C(C6=NN(N=C56)CC(CCCC)CCCCCC)C7=CC=C(S7)C)F)CCC(CCCC)CCCCCC,9.3
IT-IC,O=C(C1=C(C/2=C(C#N)\C#N)C=CC=C1)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C(C9(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C(C%12=C9C(S%13)=C(S%12)C=C%13/C=C%14C(C%15=C(C\%14=C(C#N)/C#N)C=CC=C%15)=O)=C8)=C5S3,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,9.3
R12-4Cl,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4c(sc23)-c2cc3c(cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc4cc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)sc4c2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.3
IDT6CN,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cscc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.27
ITIC3,O=C1C2=CC=CC(F)=C2C(/C1=C/C(S3)=CC4=C3C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C8C=C9C(C%10=C(C9(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C%13=C(C=C(/C=C%14/C(C%15=C(F)C=CC=C%15C%14=O)=C(C#N)\C#N)S%13)S%10)=C7)=C8S4)=C(C#N)/C#N,J51,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CCCCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)CC(CCCCCCCC)CCCCCC)=C6S5)C=C(S7)C)C9=CC=C(S9)CC(CCCCCCCC)CCCCCC)F,9.26
DTCC-IC,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC4=C(C(C=C(N(C(CCCCCCCC)CCCCCCCC)C5=C6C=C(C(C(C=C7)=CC=C7CCCCCCCC)(C(C=C8)=CC=C8CCCCCCCC)C9=C%10SC(/C=C%11C(C%12=C(C\%11=C(C#N)/C#N)C=CC=C%12)=O)=C9)C%10=C5)C6=C%13)=C%13C(C%14=CC=C(CCCCCCCC)C=C%14)4C%15=CC=C(CCCCCCCC)C=C%15)S3)=C(C#N)/C#N,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.25
IDIC-4Cl,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5cc(Cl)c(Cl)cc5C3=C(C#N)C#N)sc2-4)cc1,PBDB-T2Cl,O=C(C1=C(SC(C2=CC=C(C)S2)=C13)C4=CC=C(C5=CC6=C(C7=CC(Cl)=C(CC(CCCC)CC)S7)C(SC(C)=C8)=C8C(C9=CC(Cl)=C(CC(CCCC)CC)S9)=C6S5)S4)C%10=C(CC(CCCC)CC)SC(CC(CC)CCCC)=C%10C3=O,9.24
TPT10,O=C(C1=CC=CC(Br)=C1C/2=C(C#N)\C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC(C4=C5C6=C(C7=C(N6CC(CC)CCCC)C8=C(C(CCCCCCCCCCC)=C(S8)/C=C9C(C%10=CC=CC(Br)=C%10C\9=C(C#N)\C#N)=O)S7)C%11=NSN=C4%11)=C%12N5CC(CCCC)(CC)CCCC)=C%12S3,PTQ10,CC(C1=NC(OCC(CCCCCC)CCCCCCCC)=CN=C1C(C2=CC=C(C)S2)=C3F)=C3F,9.24
p-DOC6-2F,CCCCCCOc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)c(OCCCCCC)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)CC(CC)CCCC,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,9.23
COi6-2Cl-m,O=C(C1=CC=CC(Cl)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(S3)C(SC5=C6SC(C7=C8C=C(/C=C9C(C%10=CC=CC(Cl)=C%10C\9=C(C#N)/C#N)=O)S7)=C5OC8(C%11=CC=C(C=C%11)CCCCCC)C(C=C%12)=CC=C%12CCCCCC)=C6OC(C%13=CC=C(C=C%13)CCCCCC)4C(C=C%14)=CC=C%14CCCCCC,PTB7-Th,CCCCC(COC(C1=C(C2=C(SC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CCCC)CC)=C2S1)C)F)=O)CC,9.22
W1,CCCCCCc1cc(-c2cc3c(s2)-c2sc(-c4cc(CCCCCC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)cc2C3(CC(CC)CCCC)CC(CC)CCCC)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,PTB7-Th,CCCCC(COC(C1=C(C2=C(SC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CCCC)CC)=C2S1)C)F)=O)CC,9.22
